influencedBy,economist
Joseph_Schumpeter,Paul_Sweezy
Joseph_Schumpeter,Peter_Howitt
Joseph_Schumpeter,Douglas_North
Joseph_Schumpeter,Christopher_Freeman
Joseph_Schumpeter,Edward_C._Prescott
Joseph_Schumpeter,Trevor_Swan
Joseph_Schumpeter,William_Baumol
Joseph_Schumpeter,Edith_Penrose
Joseph_Schumpeter,Finn_E._Kydland
Joseph_Schumpeter,Nicholas_Georgescu-Roegen
Joseph_Schumpeter,Ha-Joon_Chang
Joseph_Schumpeter,Heiner_Flassbeck
Joseph_Schumpeter,Kenneth_Arrow
Joseph_Schumpeter,Jack_Downie
Joseph_Schumpeter,Mariana_Mazzucato
Joseph_Schumpeter,Philippe_Aghion
Joseph_Schumpeter,Frederic_M._Scherer
Joseph_Schumpeter,Immanuel_Wallerstein
Juergen_B._Donges,Thomas_Mayer_(German_economist)
Juergen_B._Donges,Andreas_Freytag
Julian_Simon,Cornucopian
Julian_Simon,Free-market_environmentalism
Paul_A._Baran,Richard_D._Wolff
Paul_A._Baran,Immanuel_Wallerstein
Paul_Samuelson,Stanley_Fischer
Paul_Streeten,Deepak_Nayyar
Paul_Sweezy,Robin_Hahnel
Paul_Sweezy,Richard_D._Wolff
Paul_Sweezy,Norman_Finkelstein
Paul_Sweezy,John_Bellamy_Foster
Paul_Sweezy,Immanuel_Wallerstein
Paul_Sweezy,Yanis_Varoufakis
Peter_Boettke,Peter_Leeson
Peter_Boettke,Christopher_Coyne_(professor)
Peter_Boettke,Edward_Stringham
Peter_C._B._Phillips,Eric_Zivot
Peter_C._B._Phillips,Steven_Durlauf
Peter_C._B._Phillips,Laurent-Emmanuel_Calvet
Peter_C._B._Phillips,Pierre_Perron
Peter_C._B._Phillips,Mototsugu_Shintani
Peter_Cundill,Warren_Buffett
Richard_D._Wolff,Jack_Amariglio
Richard_D._Wolff,Yanis_Varoufakis
Richard_Easterlin,Eileen_Crimmins
"Richard_Kahn,_Baron_Kahn",Joan_Robinson
"Richard_Kahn,_Baron_Kahn",John_Maynard_Keynes
Richard_Timberlake,David_D._Friedman
Robert_Barro,Gary_Gorton
Robert_Barro,Alberto_Alesina
Robert_Basmann,Claude_Hillinger
Robert_F._Engle,Tim_Bollerslev
Robert_F._Engle,Mark_Watson_(economist)
Robert_J._Shiller,Eric_Janszen
Robert_J._Shiller,Pierre_Perron
Robert_King_(economist),Gary_Gorton
Robert_King_(economist),Julia_K._Thomas_(economist)
Vera_Anstey,Braj_Kumar_Nehru
Vilfredo_Pareto,Maurice_Allais
Vilfredo_Pareto,Chester_Barnard
Vilfredo_Pareto,Gaetano_Mosca
Vilfredo_Pareto,Luigi_Amoroso
Vilfredo_Pareto,Alain_de_Benoist
Vilfredo_Pareto,Alfred_Marshall
Vilfredo_Pareto,Norberto_Bobbio
Vilfredo_Pareto,Oskar_R._Lange
Vilfredo_Pareto,Henry_Ludwell_Moore
Vilfredo_Pareto,John_Maynard_Keynes
Vilfredo_Pareto,CH_Douglas
Donald_Andrews,Eric_Zivot
Masahisa_Fujita,Walter_Isard
Maurice_Allais,Edmond_Malinvaud
Maurice_Allais,Gérard_Debreu
Max_Hirsch_(economist),Albert_Jay_Nock
Max_Hirsch_(economist),Francis_Neilson
Christopher_Freeman,Carlota_Perez
Christopher_Freeman,Jan_Fagerberg
Christopher_Freeman,Giovanni_Dosi
Christopher_Freeman,Giorgio_Sirilli
Christopher_Freeman,Daniele_Archibugi
Christopher_Freeman,Keith_Pavitt
Christopher_Freeman,Luc_Soete
Christopher_Freeman,Mary_Kaldor
Christopher_Freeman,B.-Å._Lundvall
Clarence_Edwin_Ayres,Institutional_economics
Clarence_Edwin_Ayres,Frank_Knight
Clive_Granger,Paul_Newbold
Clive_Granger,James_H._Stock
Clive_Granger,Mark_Watson_(economist)
Clive_Granger,Christopher_Sims
Edward_J._Zajac,James_D._Westphal
Edwin_Kuh,George_de_Menil
Edwin_Kuh,Phoebus_Dhrymes
Edwin_W._Kemmerer,Frederick_Albert_Cleveland
Edwin_W._Kemmerer,Frank_Whitson_Fetter
Emmanuel_Saez,Thomas_Piketty
Franco_Modigliani,William_A._Barnett
Franco_Modigliani,Jacques_Drèze
Franco_Modigliani,Robert_Shiller
Frank_Fetter,Ludwig_von_Mises
Frank_Fetter,F.A._Hayek
Frank_Knight,Ronald_Coase
Frank_Knight,David_Rockefeller
Frank_Knight,George_Stigler
Frank_Knight,Steven_N._S._Cheung
Frank_Knight,Henry_Calvert_Simons
Frank_Knight,James_M._Buchanan
Frank_Knight,Charles_E._Lindblom
Frank_Knight,Milton_Friedman
Franz_Hermann_Schulze-Delitzsch,Luigi_Luzzatti
Franz_Hermann_Schulze-Delitzsch,František_Ladislav_Chleborád
Franz_Hermann_Schulze-Delitzsch,Eduard_Pfeiffer
Franz_Hermann_Schulze-Delitzsch,Victor_Aimé_Huber
Franz_Oppenheimer,Frank_Chodorov
Franz_Oppenheimer,Murray_Rothbard
Franz_Oppenheimer,Ludwig_Erhard
Franz_Oppenheimer,Albert_Jay_Nock
Friedrich_Hayek,Ronald_Coase
Friedrich_Hayek,David_D._Friedman
Friedrich_Hayek,Richard_Timberlake
Friedrich_Hayek,Vernon_L._Smith
Friedrich_Hayek,Elinor_Ostrom
Friedrich_Hayek,George_Selgin
Friedrich_Hayek,George_Stigler
Friedrich_Hayek,Murray_Rothbard
Friedrich_Hayek,Thomas_Sowell
Friedrich_Hayek,Leland_B._Yeager
Friedrich_Hayek,Ludwig_Erhard
Friedrich_Hayek,Walter_E._Williams
Friedrich_Hayek,Abba_P._Lerner
Friedrich_Hayek,Ha-Joon_Chang
Friedrich_Hayek,Henry_Hazlitt
Friedrich_Hayek,Arthur_Laffer
Friedrich_Hayek,Atilla_Yayla
Friedrich_Hayek,John_Hicks
Friedrich_Hayek,Karl_Popper
Friedrich_Hayek,Lawrence_H._White
Friedrich_Hayek,Margaret_Thatcher
Friedrich_Hayek,Milton_Friedman
Friedrich_Hayek,Charles_Edward_Lindblom
Friedrich_List,Erik_S._Reinert
Friedrich_List,German_Historical_School
Friedrich_List,Ha-Joon_Chang
Friedrich_List,Arthur_Griffith
Friedrich_von_Wieser,Joseph_Schumpeter
Friedrich_von_Wieser,Ludwig_von_Mises
Friedrich_von_Wieser,Friedrich_von_Hayek
Fritz_Machlup,John_Williamson_(economist)
Fritz_Machlup,Edith_Penrose
Fritz_Machlup,Ta-Chung_Liu
Fritz_Machlup,Merton_Miller
Gardiner_Means,Frederic_Sterling_Lee
Gardiner_Means,Abraham_Kaplan
Gardiner_Means,John_Kenneth_Galbraith
Gardiner_Means,"Alfred_D._Chandler,_Jr."
Gardiner_Means,Edwin_Nourse
Gary_Becker,David_O._Meltzer
Gary_Becker,"Roland_G._Fryer,_Jr."
Gene_Grossman,Dani_Rodrik
Gene_Grossman,Pol_Antràs
Georg_Friedrich_Knapp,Kurt_Singer
Georg_Friedrich_Knapp,John_Maynard_Keynes
Georg_Friedrich_Knapp,Ladislaus_Bortkiewicz
George_Akerlof,Robert_Shiller
George_Selgin,David_Beckworth
George_Stigler,Gary_Becker
George_Stigler,Jacques_Drèze
George_Stigler,Mark_Blaug
Gottfried_Feder,Uz?_Nishiyama
Gottfried_Feder,Adolf_Hitler
Gottfried_Feder,Otto_Strasser
Gottfried_Feder,Gregor_Strasser
Morris_Copeland,Perry_Mehrling
Morris_Copeland,Marc_Lavoie
Theodor_Hertzka,Silvio_Gesell
Theodore_Schultz,D._Gale_Johnson
Thomas_Hodgskin,Francis_Place
Thomas_Hodgskin,Kevin_Carson
Thomas_Hodgskin,Karl_Marx
Thomas_Robert_Malthus,Alfred_Russel_Wallace
Thomas_Robert_Malthus,Thanos
Thomas_Robert_Malthus,Charles_Darwin
Thomas_Robert_Malthus,John_Maynard_Keynes
Thomas_Schelling,Robert_Jervis
Thomas_Schelling,Steven_Pinker
Thomas_Schelling,Mark_Kleiman
Thorstein_Veblen,Geoffrey_Hodgson
Thorstein_Veblen,Clarence_Edwin_Ayres
Thorstein_Veblen,Lewis_Mumford
Thorstein_Veblen,John_Maurice_Clark
Thorstein_Veblen,Robert_A._Brady_(economist)
Thorstein_Veblen,C._Wright_Mills
Thorstein_Veblen,Wesley_Clair_Mitchell
Thorstein_Veblen,Jonathan_Nitzan
Thorstein_Veblen,Edith_Penrose
Thorstein_Veblen,Harold_Innis
Thorstein_Veblen,Henry_A._Wallace
Thorstein_Veblen,John_Kenneth_Galbraith
Thorstein_Veblen,Shimshon_Bichler
David_Laibson,Xavier_Gabaix
John_R._Commons,Gunnar_Myrdal
John_R._Commons,Herbert_A._Simon
John_R._Commons,Edwin_E._Witte
John_R._Commons,Oliver_Williamson
Ludwig_von_Mises,Friedrich_Hayek
Ludwig_von_Mises,Murray_Rothbard
Ludwig_von_Mises,Walter_Block
Ludwig_von_Mises,Alfred_Schütz
Ludwig_von_Mises,Hans-Hermann_Hoppe
Ludwig_von_Mises,Henry_Hazlitt
Ludwig_von_Mises,Joseph_Salerno
Ludwig_von_Mises,Jesus_Huerta_de_Soto
Merton_Miller,Richard_Roll
Merton_Miller,Myron_Scholes
Merton_Miller,Michael_C._Jensen
Andrei_Shleifer,Jesse_Shapiro
Andrei_Shleifer,Rafael_La_Porta
Anis_Ahmad,Interfaith_dialogue
Anthony_Downs,Duncan_Black
Lionel_Robbins,Charles_Goodhart
Lionel_Robbins,John_Hicks
Lloyd_Best,Kari_Polanyi_Levitt
Lloyd_Best,Norman_Girvan
Lloyd_Best,George_Beckford
Ludwig_Lachmann,Bruce_Caldwell_(historian_of_economic_thought)
Ludwig_Lachmann,Don_Lavoie
Ludwig_Lachmann,Peter_Lewin
Luigi_Amoroso,Joan_Robinson
Léon_Walras,Joseph_Schumpeter
Léon_Walras,Vilfredo_Pareto
Léon_Walras,Maurice_Allais
Léon_Walras,Leonid_Hurwicz
Léon_Walras,Axel_Leijonhufvud
Léon_Walras,Alfred_Marshall
Léon_Walras,Oskar_R._Lange
Léon_Walras,Gustav_Cassel
Léon_Walras,Gérard_Debreu
Léon_Walras,Henry_Ludwell_Moore
Léon_Walras,Kenneth_Arrow
Léon_Walras,Knut_Wicksell
Silvio_Gesell,Bernard_Lietaer
Silvio_Gesell,Gottfried_Feder
Silvio_Gesell,John_Maynard_Keynes
Silvio_Gesell,CH_Douglas
Stanley_Reiter,Thomas_Muench
Stephen_Resnick,Jack_Amariglio
Steven_Levitt,Roland_G._Fryer_Jr.
Steven_Levitt,Jesse_Shapiro
Zvi_Griliches,G._S._Maddala
Zvi_Griliches,Robert_E._Lucas_Jr.
Maurice_Dobb,David_Laibman
Maurice_Dobb,Amartya_Sen
Maurice_Dobb,Duncan_K._Foley
Maurice_Dobb,Harry_Gordon_Johnson
Maurice_Dobb,Yanis_Varoufakis
Maurice_Dobb,Eric_Hobsbawn
Avinash_Dixit,Paul_Krugman
Axel_Leijonhufvud,Roger_Farmer
Axel_Leijonhufvud,Yanis_Varoufakis
Bakul_Harshadrai_Dholakia,Harsha_Bhogle
Bakul_Harshadrai_Dholakia,Raghuram_Rajan
Bakul_Harshadrai_Dholakia,Nachiket_Mor
Bruce_L._Benson,Peter_Leeson
Bruce_L._Benson,Edward_Stringham
C._H._Douglas,Alfred_Richard_Orage
C._H._Douglas,Ezra_Pound
C._H._Douglas,John_Maynard_Keynes
C._H._Douglas,Social_credit_movement
Celso_Furtado,Maria_da_Conceição_Tavares
Celso_Furtado,Luiz_Gonzaga_de_Mello_Belluzzo
Tony_Atkinson,Emmanuel_Saez
Tony_Atkinson,Thomas_Piketty
Tord_Palander,Tõnu_Puu
Trygve_Haavelmo,Judea_Pearl
Trygve_Haavelmo,Søren_Johansen
Trygve_Haavelmo,David_F._Hendry
Wesley_Clair_Mitchell,Clark_Warburton
William_A._Barnett,Apostolos_Serletis
William_Baumol,Ha-Joon_Chang
William_Baumol,James_Tobin
William_Baumol,Jean_Tirole
William_Phillips_(economist),Robert_Solow
William_Phillips_(economist),Paul_Samuelson
William_Phillips_(economist),Edmund_Phelps
William_Vickrey,Harvey_J._Levin
Hazel_Kyrk,Margaret_G._Reid
Aaron_Director,Ronald_Coase
Aaron_Director,Richard_Posner
Aaron_Director,Antonin_Scalia
Aaron_Director,William_Rehnquist
Aaron_Director,Harold_Demsetz
Aaron_Director,Milton_Friedman
Adam_Müller,Othmar_Spann
Akihiko_Matsui_(economist),Fuhito_Kojima
Alan_Walters,Margaret_Thatcher
Albert_O._Hirschman,Stephen_D._Krasner
Alfred_Eichner,Frederic_Sterling_Lee
Alfred_H._Conrad,Robert_Fogel
Alfred_Marshall,Gary_Becker
Alfred_Marshall,Arthur_Cecil_Pigou
Alfred_Marshall,John_Maynard_Keynes
Alfred_Marshall,Neoclassical_economists
Alvin_Hansen,Robert_Solow
Alvin_Hansen,Paul_Samuelson
Alvin_Hansen,James_Tobin
Alvin_Hansen,John_Hicks
Amartya_Sen,Ben_Fine
Amartya_Sen,Prasanta_Pattanaik
Amartya_Sen,Robin_Hahnel
Amartya_Sen,Nancy_Folbre
Amartya_Sen,Mahbub_ul_Haq
Amartya_Sen,Tony_Atkinson
Amartya_Sen,Esther_Duflo
Amartya_Sen,Ha-Joon_Chang
Amartya_Sen,Jean_Drèze
Amartya_Sen,Kaushik_Basu
Amartya_Sen,Marc_Fleurbaey
Amartya_Sen,Martha_Nussbaum
Amartya_Sen,Philip_Pettit
Amartya_Sen,Kotaro_Suzumura
Dale_T._Mortensen,Christopher_A._Pissarides
Duncan_Black,Gordon_Tullock
E._Philip_Howrey,John_B._Taylor
Edmond_Malinvaud,Yves_Balasko
Edmond_Malinvaud,Jacques_Drèze
Edmund_Phelps,Mordecai_Kurz
Edmund_Phelps,Gylfi_Zoega
Edmund_Phelps,Roman_Frydman
Edmund_Phelps,Hian_Teck_Hoon
Edmund_Phelps,Eric_Bartelsman
Erik_Lindahl,Roy_Radner
Erik_Lindahl,Duncan_K._Foley
Erik_Lindahl,John_Hicks
Ernst_Fehr,Armin_Falk
Ester_Boserup,Amartya_Sen
Ester_Boserup,Irene_Tinker
Ester_Boserup,James_C._Scott
Eugen_von_Böhm-Bawerk,Joseph_Schumpeter
Eugen_von_Böhm-Bawerk,Ludwig_von_Mises
Eugen_von_Böhm-Bawerk,Henryk_Grossman
Eugen_von_Böhm-Bawerk,Knut_Wicksell
Evan_Durbin,Hugh_Gaitskell
Evan_Durbin,Anthony_Crosland
F._A._Harper,Christopher_Coyne_(professor)
F._A._Harper,Murray_Rothbard
F._A._Harper,Antony_Fisher
F._A._Harper,Walter_Block
F._A._Harper,Charles_Koch
Fernando_Vianello,Annamaria_Simonazzi
Fernando_Vianello,Giovanni_Bonifati
Fernando_Vianello,Paolo_Trabucchi
Fernando_Vianello,Antonella_Palumbo
Nicholas_Johannsen,John_Maynard_Keynes
Nicholas_Kaldor,Anthony_Thirlwall
Nicholas_Kaldor,Daniele_Archibugi
Nicholas_Kaldor,Ha-Joon_Chang
Nicholas_Kaldor,Joan_Robinson
Nicholas_Kaldor,Manmohan_Singh
Nicola_Acocella,Giovanni_Di_Bartolomeo
Nikolai_Kondratiev,Joseph_Schumpeter
Nikolai_Kondratiev,Ernest_Mandel
Nikolai_Kondratiev,Christopher_Freeman
Nikolai_Kondratiev,François_Simiand
Nikolai_Kondratiev,Eric_Hobsbawm
Nikolai_Kondratiev,Immanuel_Wallerstein
Oskar_R._Lange,Robin_Hahnel
Oskar_R._Lange,Abba_P._Lerner
Oskar_R._Lange,Jan_Tinbergen
Oskar_R._Lange,Don_Patinkin
Pascal_Salin,Bertrand_Lemennicier
Guillermo_Calvo,Carmen_Reinhart
Gustav_von_Schmoller,Joseph_Schumpeter
Gustav_von_Schmoller,Max_Sering
Gustav_von_Schmoller,Edwin_Francis_Gay
Gustav_von_Schmoller,Thorstein_Veblen
Gustav_von_Schmoller,Werner_Sombart
Gustav_von_Schmoller,Otto_Neurath
Gustave_de_Molinari,Benjamin_Tucker
Gustave_de_Molinari,Paul_Émile_de_Puydt
Gustave_de_Molinari,Murray_Rothbard
Gérard_Debreu,Stephen_Smale
Gérard_Debreu,Jacques_Drèze
Hal_Varian,Carl_Shapiro
Hans-Hermann_Hoppe,Frank_Van_Dun
Hans-Hermann_Hoppe,Thomas_Woods
Hans-Hermann_Hoppe,Stephan_Kinsella
Hans-Hermann_Hoppe,Curtis_Yarvin
Hans-Hermann_Hoppe,Nick_Land
Hans-Hermann_Hoppe,Jörg_Guido_Hülsmann
Hans_Sennholz,Ron_Paul
Hans_Sennholz,Peter_Boettke
Hans_Sennholz,Joseph_Salerno_(economist)
Hans_Sennholz,Lawrence_W._Reed
Harry_Gunnison_Brown,James_M._Buchanan
Harvey_J._Levin,Eli_Noam
Harvey_J._Levin,Thomas_Hazlett
Harvey_J._Levin,Federal_Communications_Commission
Harvey_J._Levin,Telecommunications_Act_of_1996
Harvey_J._Levin,Molly_K._MaCauley
Heinrich_Pesch,Franz_Müller
Heinrich_Pesch,Oswald_von_Nell-Breuning
Heinrich_Pesch,Goetz_Briefs
Heinrich_Pesch,Gustav_Gundlach
Henry_Calvert_Simons,Hyman_Minsky
Henry_Calvert_Simons,George_Stigler
Henry_Calvert_Simons,Gordon_Tullock
Henry_Calvert_Simons,Milton_Friedman
Henry_Hazlitt,Ron_Paul
Henry_Hazlitt,Gene_Callahan_(economist)
Henry_Hazlitt,Paul_Samuelson
Henry_Hazlitt,Peter_Schiff
Henry_Hazlitt,George_Reisman
Henry_Hazlitt,Murray_Rothbard
Henry_Hazlitt,Thomas_Sowell
Henry_Hazlitt,Lew_Rockwell
Henry_Hazlitt,Steve_Forbes
Henry_Hazlitt,Walter_E._Williams
Henry_Hazlitt,Hans-Hermann_Hoppe
Henry_Hazlitt,Mark_Spitznagel
Henry_Hazlitt,Milton_Friedman
Henry_Hazlitt,Rand_Paul
Henryk_Grossman,Paul_Mattick
Henryk_Grossman,Chris_Harman
Herbert_Giersch,Norbert_Walter_(economist)
Hirofumi_Uzawa,David_Cass
Hirofumi_Uzawa,Joseph_Stiglitz
Hirofumi_Uzawa,Nobuhiro_Kiyotaki
Hirofumi_Uzawa,Hiroshi_Yoshikawa
Hirofumi_Uzawa,Katsuhito_Iwai
Hirofumi_Uzawa,George_A._Akerlof
Hirofumi_Uzawa,Hitoshi_Matsushima_(economist)
Irving_Fisher,Scott_Sumner
Irving_Fisher,Ben_Bernanke
Irving_Fisher,Hyman_Minsky
Irving_Fisher,Maurice_Allais
Irving_Fisher,Franco_Modigliani
Irving_Fisher,Steve_Keen
Irving_Fisher,James_Tobin
Irving_Fisher,Milton_Friedman
Irving_Fisher,Robert_Shiller
Israel_Kirzner,Bruce_Caldwell_(historian_of_economic_thought)
Israel_Kirzner,Jesús_Huerta_de_Soto
Jacob_Mincer,Gary_Becker
Jacques_Drèze,Roger_J-B_Wets
James_A._Field,Hazel_Kyrk
James_Duesenberry,Kenneth_Arrow
James_Heckman,Carolyn_Heinrich
James_Heckman,Werner_G._Krebs
James_Heckman,Stephen_Cameron
James_M._Poterba,Caroline_Hoxby
James_M._Poterba,David_Cutler
James_M._Poterba,Austan_Goolsbee
James_Meade,David_Vines
James_Meade,John_Rawls
James_Meade,Paul_Krugman
James_Meade,Richard_Stone
James_Meade,Jacques_Parizeau
James_Meade,Anthony_Barnes_Atkinson
James_Mirrlees,Joseph_Stiglitz
James_Mirrlees,Iván_Werning
Jean-Baptiste_Say,Frédéric_Bastiat
Jean-Baptiste_Say,Thomas_Hodgskin
Jean-Baptiste_Say,Auguste_Comte
Jean-Jacques_Laffont,Jean_Tirole
Jean_Charles_Léonard_de_Sismondi,Benjamin_Constant
Jean_Charles_Léonard_de_Sismondi,Charles_Dunoyer
Jean_Charles_Léonard_de_Sismondi,Thomas_Robert_Malthus
Jean_Charles_Léonard_de_Sismondi,Karl_Marx
Jeffrey_Sachs,Nouriel_Roubini
Arnold_Plant,Ronald_Coase
Arnold_Plant,Arthur_Lewis_(economist)
Arnold_Plant,Arthur_Seldon
Arthur_Cecil_Pigou,Paul_Krugman
Arthur_Cecil_Pigou,Paul_Volcker
Arthur_Cecil_Pigou,Alan_Greenspan
Arthur_Cecil_Pigou,John_Maynard_Keynes
Arthur_Cecil_Pigou,N._Gregory_Mankiw
Arthur_Seldon,Keith_Joseph
Arthur_Seldon,Margaret_Thatcher
Joachim_Weimann,Axel_Ockenfels
Joan_Robinson,Robin_Hahnel
Joan_Robinson,Nicholas_Kaldor
Joan_Robinson,Alfred_S._Eichner
Joan_Robinson,Athanasios_Asimakopulos
Joan_Robinson,Yanis_Varoufakis
Johann_Heinrich_von_Thünen,Joseph_Schumpeter
John_Bates_Clark,Frank_Fetter
John_Bates_Clark,Frank_Knight
John_Bates_Clark,Friedrich_Hayek
John_Bates_Clark,Thorstein_Veblen
John_Burr_Williams,Harry_Markowitz
John_Luke_Gallup,David_Landes
John_Luke_Gallup,Jared_Diamond
John_Luke_Gallup,Jeffrey_Sachs
Justinian_Rweyemamu,Benno_Ndulu
Justinian_Rweyemamu,Jakaya_Kikwete
Justinian_Rweyemamu,Ibrahim_Lipumba
Justinian_Rweyemamu,Delphin_Rwegasira
Jörg_Huffschmid,Sven_Giegold
Jürgen_Wolters,Bernd_Lucke
Karen_R._Polenske,Ngozi_Okonjo-Iweala
Karl_Polanyi,Robin_Hahnel
Karl_Polanyi,Samuel_Bowles_(economist)
Karl_Polanyi,David_Graeber
Karl_Polanyi,Joseph_Stiglitz
Karl_Polanyi,Peter_Drucker
Karl_Polanyi,Giovanni_Arrighi
Karl_Polanyi,Moses_Finley
Karl_Polanyi,Regulation_school
Karl_Polanyi,Kari_Polanyi_Levitt
Karl_Polanyi,Dani_Rodrik
Karl_Polanyi,Daniel_Bell
Karl_Polanyi,Herbert_Gintis
Karl_Polanyi,Herman_Daly
Karl_Polanyi,Ira_Katznelson
Karl_Polanyi,James_C._Scott
Karl_Polanyi,Margaret_Somers
Karl_Polanyi,Arthur_Koestler
Karl_Polanyi,John_Gray_(philosopher)
Karl_Polanyi,Jacob_Hacker
Karl_Polanyi,Ay?e_Bu?ra
Karl_Polanyi,Mark_Granovetter
Karl_Polanyi,Marshall_Sahlins
Karl_Polanyi,Fred_L._Block
Karl_Polanyi,Immanuel_Wallerstein
Karl_Polanyi,Tom_Malleson
Karl_William_Kapp,Ignacy_Sachs
Katarina_Juselius,Clive_Granger
Katarina_Juselius,Søren_Johansen
Katarina_Juselius,David_F._Hendry
Kenneth_Arrow,Anthony_Downs
Kenneth_Arrow,Allan_Gibbard
Kenneth_Arrow,Amartya_Sen
Kenneth_Arrow,Takashi_Negishi
Khurshid_Ahmad_(scholar),Islamic_economics_in_the_world
Lauchlin_Currie,Franklin_Delano_Roosevelt
Takashi_Negishi,Frank_Hahn
Takashi_Negishi,Fumio_Hayashi
Takashi_Negishi,Michihiro_Kandori
Glenn_Loury,Roland_G._Fryer_Jr.
Don_Lavoie,David_Prychitko
Don_Lavoie,Peter_Boettke
Don_Lavoie,Steven_Horwitz
Don_Patinkin,Huw_Dixon
Marc_Lavoie,Wynne_Godley
Mark_Gertler_(economist),Jordi_Galí
Mark_Watson_(economist),Ricardo_Reis
Martin_Hellwig,Isabel_Schnabel
Philip_Wicksteed,Joseph_Schumpeter
Philip_Wicksteed,Murray_Rothbard
Philip_Wicksteed,Henry_Hazlitt
Piero_Sraffa,Robin_Hahnel
Piero_Sraffa,Ludwig_Wittgenstein
Piero_Sraffa,Steve_Keen
Piero_Sraffa,Nobuo_Okishio
Piero_Sraffa,John_Maynard_Keynes
Piero_Sraffa,Pierangelo_Garegnani
Piero_Sraffa,Micha?_Kalecki
Piero_Sraffa,Krishna_Bharadwaj
Pieter_Hennipman,Henri_Theil
Pieter_Hennipman,Jan_Pen
Pieter_Hennipman,Arnold_Heertje
Knut_Wicksell,Friedrich_von_Hayek
Knut_Wicksell,Gunnar_Myrdal
Knut_Wicksell,James_M._Buchanan
Knut_Wicksell,John_Maynard_Keynes
Knut_Wicksell,Milton_Friedman
Kozo_Uno,Makoto_Itoh
Kozo_Uno,Thomas_T._Sekine
Michael_J._Piore,Gilles_Saint-Paul
Michael_James_Farrell,Tony_Lancaster
Michael_James_Farrell,Joseph_E._Stiglitz
Micha?_Kalecki,Robin_Hahnel
Micha?_Kalecki,Richard_M._Goodwin
Micha?_Kalecki,Bill_Mitchell_(economist)
Micha?_Kalecki,Hyman_Minsky
Micha?_Kalecki,Josef_Steindl
Micha?_Kalecki,Paul_A._Baran
Micha?_Kalecki,Paul_Sweezy
Micha?_Kalecki,"Richard_Kahn,_Baron_Kahn"
Micha?_Kalecki,Luigi_Pasinetti
Micha?_Kalecki,Jonathan_Nitzan
Micha?_Kalecki,Alfred_Eichner
Micha?_Kalecki,Nicholas_Kaldor
Micha?_Kalecki,Jan_Kregel
Micha?_Kalecki,Athanasios_Asimakopulos
Micha?_Kalecki,Joan_Robinson
